,borough,block,lot,lat,lng,address
0,Manhattan,2,2,40.7010846,-74.012248,"10 South St, New York, NY 10004, USA"
1,Manhattan,8,39,40.7031757,-74.0125487,"1 Moore St, New York, NY 10004, USA"
2,Manhattan,9,14,40.7030384,-74.0139773,"2 Pearl St, New York, NY 10004, USA"
3,Manhattan,10,14,40.7035447,-74.0124856,"24 Bridge St, New York, NY 10004, USA"
4,Manhattan,10,16,40.703729,-74.0121401,"33 Bridge St, New York, NY 10004, USA"
5,Manhattan,10,23,40.7037199,-74.0124492,"23 Bridge St, New York, NY 10004, USA"
6,Manhattan,10,33,40.7037305,-74.0122388,"29 Bridge St, New York, NY 10004, USA"
7,Manhattan,11,21,40.7042997,-74.0119475,"86 Broad St, New York, NY 10004, USA"
8,Manhattan,13,1,40.7013972,-74.0148566,"1 Battery Pl, New York, NY 10004, USA"
9,Manhattan,15,22,40.7067959,-74.0168007,"23 West St, New York, NY 10280, USA"
10,Manhattan,16,15,40.7066593,-74.0179414,"50 Battery Pl, New York, NY 10280, USA"
11,Manhattan,16,20,40.7074532,-74.0175773,"70 Battery Pl, New York, NY 10280, USA"
12,Manhattan,16,140,40.7132225,-74.0155468,"220 Vesey St, New York, NY 10080, USA"
13,Manhattan,16,200,Not Found,,
14,Manhattan,16,205,40.7173714,-74.0145427,"455 North End Ave, New York, NY 10282, USA"
15,Manhattan,16,221,40.7170704,-74.0140474,"450 North End Ave, New York, NY 10282, USA"
16,Manhattan,16,225,40.7145745,-74.0168839,"1 North End Ave, New York, NY 10282, USA"
17,Manhattan,20,1,40.7061754,-74.0131034,"33 Broadway, New York, NY 10006, USA"
18,Manhattan,21,1,40.7070853,-74.0125526,"61 Broadway, New York, NY 10006, USA"
19,Manhattan,21,4,40.7071762,-74.0124086,"65 Broadway, New York, NY 10006, USA"
20,Manhattan,22,13,40.7051591,-74.0127541,"11 Beaver St, New York, NY 10004, USA"
21,Manhattan,22,17,40.7058715,-74.0129819,"32 Broadway, New York, NY 10006, USA"
22,Manhattan,22,20,40.705974,-74.0126146,"42 Broadway, New York, NY 10004, USA"
23,Manhattan,22,28,40.7066799,-74.01234,"56 Broadway, New York, NY 10004, USA"
24,Manhattan,23,50,40.7064241,-74.0111765,"26 Broad St, New York, NY 10005, USA"
25,Manhattan,24,29,40.7060688,-74.011712,"36 Broad St, New York, NY 10004, USA"
26,Manhattan,25,1,40.7051333,-74.0108551,"49 Beaver St, New York, NY 10004, USA"
27,Manhattan,25,19,Not Found,,
28,Manhattan,25,27,40.705783,-74.0103346,"42 Exchange Pl, New York, NY 10005, USA"
29,Manhattan,26,14,40.706233,-74.0105696,"49 Exchange Pl, New York, NY 10005, USA"
30,Manhattan,26,21,40.705987,-74.010097,"41 Exchange Pl, New York, NY 10005, USA"
31,Manhattan,27,9,40.7054324,-74.0088156,"83 Beaver St, New York, NY 10005, USA"
32,Manhattan,27,17,40.7054931,-74.0082902,"95 Beaver St, New York, NY 10005, USA"
33,Manhattan,28,12,40.7052355,-74.0088284,"78 Beaver St, New York, NY 10005, USA"
34,Manhattan,29,1,40.7039926,-74.01109,"89 Broad St, New York, NY 10004, USA"
35,Manhattan,30,19,40.7046443,-74.0094933,"9 Hanover Square, New York, NY 10004, USA"
36,Manhattan,34,37,40.703491,-74.0081529,"100 Old Slip, New York, NY 10005, USA"
37,Manhattan,35,1,40.7037373,-74.0077157,"32 Old Slip, New York, NY 10005, USA"
38,Manhattan,35,10,40.7047997,-74.0069527,"113 Front St, New York, NY 10005, USA"
39,Manhattan,37,8,40.7051806,-74.006402,"127 Front St, New York, NY 10005, USA"
40,Manhattan,37,13,40.7053211,-74.0061943,"131 Front St, New York, NY 10005, USA"
41,Manhattan,37,23,40.7057977,-74.0055163,"151 Front St, New York, NY 10038, USA"
42,Manhattan,39,38,40.7055913,-74.007255,"126 Water St, New York, NY 11201, USA"
43,Manhattan,40,14,40.7065665,-74.0090428,"50 Wall St, New York, NY 10005, USA"
44,Manhattan,40,16,40.7066937,-74.0090225,"49 Pine St, New York, NY 10005, USA"
45,Manhattan,42,1,40.706724,-74.0073831,"7 Cedar St, New York, NY 10005, USA"
46,Manhattan,42,22,40.7072556,-74.0082281,"37 Cedar St, New York, NY 10005, USA"
47,Manhattan,42,31,40.7070857,-74.0080807,"25 Cedar St, New York, NY 10005, USA"
48,Manhattan,43,1,40.7069871,-74.0089904,"45 Pine St, New York, NY 10005, USA"
49,Manhattan,43,5,40.7071992,-74.0099622,"23 Pine St, New York, NY 10005, USA"
50,Manhattan,44,1,40.7077585,-74.0088503,"One Chase Manhattan Plaza, New York, NY 10005, USA"
51,Manhattan,46,3,40.7079934,-74.0110538,"100 Broadway, New York, NY 10005, USA"
52,Manhattan,49,2,40.7087124,-74.011112,"113 Broadway, New York, NY 10006, USA"
53,Manhattan,50,1,40.708755,-74.0111327,"119 Broadway, New York, NY 10006, USA"
54,Manhattan,51,15,40.7090746,-74.0125595,"16 Thames St, New York, NY 10006, USA"
55,Manhattan,52,1,40.7095408,-74.0127065,"118 Cedar St, New York, NY 10006, USA"
56,Manhattan,52,21,40.7097165,-74.0125469,"125 Cedar St, New York, NY 10006, USA"
57,Manhattan,53,2,40.7080798,-74.0136922,"24 Rector St, New York, NY 10006, USA"
58,Manhattan,53,33,40.7086785,-74.0134206,"2 Carlisle St, New York, NY 10006, USA"
59,Manhattan,55,14,40.7091164,-74.0146515,"75 West St, New York, NY 10006, USA"
60,Manhattan,56,1,40.7098091,-74.0141463,"19 Albany St, New York, NY 10006, USA"
61,Manhattan,63,3,40.7101968,-74.0105606,"22 Cortlandt St, New York, NY 10007, USA"
62,Manhattan,64,1,40.7091618,-74.0091709,"20 Maiden Ln, New York, NY 10038, USA"
63,Manhattan,64,15,40.70952,-74.0100594,"164 Broadway, New York, NY 10038, USA"
64,Manhattan,65,7,40.7097593,-74.0089995,"18 John St, New York, NY 10038, USA"
65,Manhattan,65,10,40.7095383,-74.0091883,"13 Maiden Ln, New York, NY 10038, USA"
66,Manhattan,65,24,40.7095847,-74.0087404,"24 John St, New York, NY 10038, USA"
67,Manhattan,66,1,40.7085895,-74.0093332,"51 Liberty St, New York, NY 10038, USA"
68,Manhattan,67,1,40.708645,-74.0074368,"68 John St, New York, NY 10038, USA"
69,Manhattan,67,23,40.7083663,-74.008653,"33 Liberty St, New York, NY 10045, USA"
70,Manhattan,68,7,40.7076479,-74.00715,"7 Gold St, New York, NY 10038, USA"
71,Manhattan,68,28,40.7078815,-74.0071288,"15 Gold St, New York, NY 10038, USA"
72,Manhattan,69,18,40.7071574,-74.0071169,"14 Gold St, New York, NY 10038, USA"
73,Manhattan,69,30,40.7075192,-74.0065441,"10 Platt St, New York, NY 10038, USA"
74,Manhattan,69,32,40.7074122,-74.005788,"120 John St, New York, NY 10038, USA"
75,Manhattan,70,32,40.7068915,-74.0053645,"138 John St, New York, NY 10038, USA"
76,Manhattan,70,43,40.7068748,-74.0057077,"10 Fletcher St, New York, NY 10038, USA"
77,Manhattan,71,1,40.7061199,-74.0053452,"25 Fletcher St, New York, NY 10038, USA"
78,Manhattan,72,12,40.7059452,-74.0050332,"32 Fletcher St, New York, NY 10038, USA"
79,Manhattan,72,13,40.7057008,-74.0047347,"40 Fletcher St, New York, NY 10038, USA"
80,Manhattan,72,31,40.7081289,-73.9997184,"83 South St, New York, NY 10038, USA"
81,Manhattan,75,1,40.7077643,-74.0043388,"38 Fulton St, New York, NY 10038, USA"
82,Manhattan,75,30,40.7082235,-74.0051717,"16 Cliff St, New York, NY 10038, USA"
83,Manhattan,76,1,40.7087934,-74.0054185,"68 Fulton St, New York, NY 10038, USA"
84,Manhattan,76,6,40.7083979,-74.0047919,"31 Cliff St, New York, NY 10038, USA"
85,Manhattan,76,24,40.708735,-74.0057435,"42 Gold St, New York, NY 10038, USA"
86,Manhattan,77,1,40.7084904,-74.0064216,"31 Gold St, New York, NY 10038, USA"
87,Manhattan,77,8,40.7085954,-74.0066177,"81 John St, New York, NY 10038, USA"
88,Manhattan,77,20,40.709348,-74.0062205,"96 Fulton St, New York, NY 10038, USA"
89,Manhattan,78,4,40.7094259,-74.0074023,"12 Dutch St, New York, NY 10038, USA"
90,Manhattan,78,20,40.7096566,-74.007177,"14 Dutch St, New York, NY 10038, USA"
91,Manhattan,80,1,40.7110512,-74.0089961,"207 Broadway, New York, NY 10007, USA"
92,Manhattan,84,7501,40.7142904,-74.013808,"139 West St, New York, NY 10282, USA"
93,Manhattan,88,2,40.7119279,-74.009318,"16 Vesey St, New York, NY 10007, USA"
94,Manhattan,88,14,40.7123951,-74.0094687,"16 Barclay St, New York, NY 10007, USA"
95,Manhattan,89,1,40.7105656,-74.0074549,"34 Ann St, New York, NY 10038, USA"
96,Manhattan,90,1,40.7111033,-74.0078472,"11 Ann St, New York, NY 10038, USA"
97,Manhattan,90,17,40.7108349,-74.0074888,"23 Ann St, New York, NY 10038, USA"
98,Manhattan,92,5,Not Found,,
99,Manhattan,92,14,40.7103535,-74.0067993,"49 Ann St, New York, NY 10038, USA"
100,Manhattan,92,32,40.7108348,-74.0061727,"21 Beekman St, New York, NY 10038, USA"
101,Manhattan,93,34,40.7095883,-74.0054613,"91 Ann St, New York, NY 10038, USA"
102,Manhattan,95,27,40.7083247,-74.0046847,"53 Fulton St, New York, NY 10038, USA"
103,Manhattan,101,2,40.7116244,-74.0061637,"151 Nassau St, New York, NY 10038, USA"
104,Manhattan,102,1,40.7109735,-74.0036298,"103 Gold St, New York, NY 10038, USA"
105,Manhattan,106,17,40.7089755,-74.0019818,"322 Pearl St, New York, NY 10038, USA"
106,Manhattan,107,28,40.708598,-74.0006637,"22 Dover St, New York, NY 10038, USA"
107,Manhattan,124,4,40.7133611,-74.0082316,"12 Murray Street, New York, NY 10007, USA"
108,Manhattan,124,11,40.7135684,-74.0085657,"22 Murray Street, New York, NY 10007, USA"
109,Manhattan,124,24,40.7131387,-74.0081069,"247 Broadway, New York, NY 10007, USA"
110,Manhattan,126,13,40.7143688,-74.010096,"62 Murray Street, New York, NY 10007, USA"
111,Manhattan,126,27,40.7137924,-74.0091526,"122 Church St, New York, NY 10007, USA"
112,Manhattan,127,18,40.7147868,-74.0107698,"267 Greenwich St, New York, NY 10007, USA"
113,Manhattan,128,26,40.7144926,-74.0137255,"149 West St, New York, NY 10282, USA"
114,Manhattan,140,5,40.7159957,-74.0098504,"151 Chambers St, New York, NY 10007, USA"
115,Manhattan,142,1,40.7158268,-74.0116565,"278 Greenwich St, New York, NY 10007, USA"
116,Manhattan,142,25,40.7175901,-74.0110018,"310 Greenwich St, New York, NY 10013, USA"
117,Manhattan,142,100,Not Found,,
118,Manhattan,148,10,40.7171493,-74.0075828,"73 Thomas St, New York, NY 10013, USA"
119,Manhattan,149,33,40.7144408,-74.0064908,"Broadway-Chambers Building, 277 Broadway, New York, NY 10007, USA"
120,Manhattan,150,15,40.7158457,-74.0070667,"193 Church St, New York, NY 10007, USA"
121,Manhattan,150,31,40.7153498,-74.0057654,"303 Broadway, New York, NY 10007, USA"
122,Manhattan,150,38,40.7150136,-74.0060514,"293 Broadway, New York, NY 10007, USA"
123,Manhattan,151,1,40.7157492,-74.0065437,"115 Duane St, New York, NY 10007, USA"
124,Manhattan,151,32,40.7156256,-74.0054957,"309 Broadway, New York, NY 10007, USA"
125,Manhattan,152,25,40.7162814,-74.0046999,"333 Broadway, New York, NY 10007, USA"
126,Manhattan,153,1,40.7143094,-74.0057828,"286 Broadway, New York, NY 10007, USA"
127,Manhattan,155,3,40.7143892,-74.0040892,"58 Duane St, New York, NY 10007, USA"
128,Manhattan,170,1,40.7165248,-74.0041109,"344 Broadway, New York, NY 10013, USA"
129,Manhattan,171,7,40.717241,-74.0033702,"362 Broadway, New York, NY 10013, USA"
130,Manhattan,171,31,40.7168111,-74.0025967,"4 Benson Pl, New York, NY 10013, USA"
131,Manhattan,172,20,40.7171088,-74.0023904,"46 Franklin St, New York, NY 10013, USA"
132,Manhattan,173,27,40.7171464,-74.0038516,"347 Broadway, New York, NY 10013, USA"
133,Manhattan,174,5,40.7174452,-74.0049596,"81 Leonard St, New York, NY 10013, USA"
134,Manhattan,174,37,40.7170233,-74.0041006,"349 Broadway, New York, NY 10013, USA"
135,Manhattan,175,29,40.7179084,-74.0033708,"375 Broadway, New York, NY 10013, USA"
136,Manhattan,176,18,40.7175753,-74.0062898,"52 Leonard St, New York, NY 10013, USA"
137,Manhattan,179,17,40.7188657,-74.0084697,"94 Hudson St, New York, NY 10013, USA"
138,Manhattan,179,32,40.7182744,-74.0073398,"34 Leonard St, New York, NY 10013, USA"
139,Manhattan,179,56,40.7190949,-74.0085976,"165 Franklin St, New York, NY 10013, USA"
140,Manhattan,186,1,Not Found,,
141,Manhattan,187,16,40.7200632,-74.0100973,"383 Greenwich St, New York, NY 10013, USA"
142,Manhattan,191,1,40.7197792,-74.0050503,"20 6th Ave, New York, NY 10013, USA"
143,Manhattan,192,1,40.7203446,-74.0050187,"42 6th Ave, New York, NY 10013, USA"
144,Manhattan,194,32,40.7193257,-74.0027869,"62 Lispenard St, New York, NY 10013, USA"
145,Manhattan,195,17,40.7179439,-74.0009906,"104 Lafayette St, New York, NY 10013, USA"
146,Manhattan,195,30,40.7180324,-74.0020504,"21 Cortlandt Alley, New York, NY 10013, USA"
147,Manhattan,196,5,40.718963,-74.0019693,"410 Broadway, New York, NY 10013, USA"
148,Manhattan,198,1,40.7170711,-73.9997242,"94 Baxter St, New York, NY 10013, USA"
149,Manhattan,198,30,40.7174746,-73.9995387,"106 Baxter St, New York, NY 10013, USA"
150,Manhattan,203,25,40.7167481,-73.996174,"74 Bowery, Chinatown, NY 10013, USA"
151,Manhattan,203,26,40.7167482,-73.9961736,"72 Bowery, Chinatown, NY 10013, USA"
152,Manhattan,204,22,40.7171856,-73.9968642,"51 Elizabeth St, New York, NY 10013, USA"
153,Manhattan,204,24,40.716876,-73.9967785,"47 Elizabeth St, New York, NY 10013, USA"
154,Manhattan,205,30,40.7170601,-73.9979135,"187 Canal St, New York, NY 10013, USA"
155,Manhattan,209,5,40.719805,-74.0012419,"432 Broadway, New York, NY 10013, USA"
156,Manhattan,209,34,40.7191558,-74.0011966,"273 Canal St, New York, NY 10013, USA"
157,Manhattan,212,45,40.7209321,-74.005272,"43 6th Ave, New York, NY 10013, USA"
158,Manhattan,214,1,40.7208027,-74.0094626,"55 Beach St, New York, NY 10013, USA"
159,Manhattan,218,24,40.7228407,-74.0115352,"262 West St, New York, NY 10013, USA"
160,Manhattan,224,1,40.7241516,-74.0114833,"277 West St, New York, NY 10013, USA"
161,Manhattan,226,1,40.7237686,-74.0079292,"475 Canal St, New York, NY 10013, USA"
162,Manhattan,227,28,40.721794,-74.0048057,"389 Canal St, New York, NY 10013, USA"
163,Manhattan,230,31,40.7211916,-74.0018108,"31-33 Mercer St, New York, NY 10013, USA"
164,Manhattan,231,5,40.7199152,-74.0025986,"311 Canal St, New York, NY 10013, USA"
165,Manhattan,231,26,40.7209997,-74.0011025,"113 Grand St, New York, NY 10013, USA"
166,Manhattan,231,30,40.7208608,-74.0006419,"461 Broadway, New York, NY 10013, USA"
167,Manhattan,231,35,40.7207488,-74.0012141,"453 Broadway, New York, NY 10013, USA"
168,Manhattan,232,6,40.7203086,-74.0007935,"448 Broadway, New York, NY 10013, USA"
169,Manhattan,232,9,40.720357,-74.0005647,"452 Broadway, New York, NY 10013, USA"
170,Manhattan,233,2,40.7199554,-74.0000904,"11 Crosby St, New York, NY 10013, USA"
171,Manhattan,233,4,40.7200999,-74.0000369,"17 Crosby St, New York, NY 10013, USA"
172,Manhattan,233,26,40.7195286,-74.0002057,"20 Howard St, New York, NY 10013, USA"
173,Manhattan,233,30,40.7198218,-74.0002056,"7 Crosby St, New York, NY 10013, USA"
174,Manhattan,239,12,40.7185184,-73.995639,"98 Elizabeth St, New York, NY 10013, USA"
175,Manhattan,239,20,40.7184782,-73.9948191,"122 Bowery, New York, NY 10013, USA"
176,Manhattan,241,13,Not Found,,
177,Manhattan,243,56,40.7439544,-73.9716393,"35-7 FDR Dr, New York, NY 10016, USA"
178,Manhattan,244,19,40.7397367,-73.9733021,"321 FDR Dr, New York, NY 10016, USA"
179,Manhattan,244,40,40.7397367,-73.9733021,"323 FDR Dr, New York, NY 10016, USA"
180,Manhattan,247,1,40.7108568,-73.9892929,"265 Cherry St, New York, NY 10002, USA"
181,Manhattan,248,15,40.710344,-73.9905785,"82 Rutgers Slip, New York, NY 10002, USA"
182,Manhattan,248,70,40.7107423,-73.9901193,"80 Rutgers Slip, New York, NY 10002, USA"
183,Manhattan,250,1,40.7095517,-73.996326,"25 Catherine Slip, New York, NY 10038, USA"
184,Manhattan,259,1,40.7113995,-73.9845099,"79 Montgomery St, New York, NY 10002, USA"
185,Manhattan,259,71,40.7126216,-73.9838081,"49 Gouverneur St, New York, NY 10002, USA"
186,Manhattan,266,65,40.71381,-73.9798921,"565 Grand St, New York, NY 10002, USA"
187,Manhattan,267,1,Not Found,,
188,Manhattan,267,24,40.7137947,-73.9827328,"351 Madison St, New York, NY 10002, USA"
189,Manhattan,280,52,40.713099,-73.996938,"17 Catherine St, New York, NY 10038, USA"
190,Manhattan,281,1,40.7134612,-73.9973,"12 Catherine St, New York, NY 10038, USA"
191,Manhattan,283,24,40.7140636,-73.9901951,"161 E Broadway, New York, NY 10002, USA"
192,Manhattan,285,29,40.7140091,-73.9881487,"199 E Broadway, New York, NY 10002, USA"
193,Manhattan,289,1,40.7148289,-73.9963301,"43 Bowery, New York, NY 10002, USA"
194,Manhattan,289,9001,40.7147412,-73.9961351,"20 Confucius Plaza, New York, NY 10002, USA"
195,Manhattan,294,8,Not Found,,
196,Manhattan,301,3,Not Found,,
197,Manhattan,303,15,40.7170275,-73.9951758,"93 Bowery, New York, NY 10002, USA"
198,Manhattan,303,25,40.7166235,-73.9949049,"63 Chrystie St, New York, NY 10002, USA"
199,Manhattan,304,35,40.7171859,-73.9945436,"75 Chrystie St, New York, NY 10002, USA"
200,Manhattan,307,24,40.7171437,-73.9917838,"63 Allen St, New York, NY 10002, USA"
201,Manhattan,309,6,40.716628,-73.990717,"56 Orchard St, New York, NY 10002, USA"
202,Manhattan,309,22,40.71657,-73.99042,"51 Ludlow St, New York, NY 10002, USA"
203,Manhattan,310,27,40.7161336,-73.9896781,"37 Essex St, New York, NY 10002, USA"
204,Manhattan,315,70,40.7146644,-73.9827189,"296 E Broadway, New York, NY 10002, USA"
205,Manhattan,331,200,40.7155469,-73.9805562,"32 Columbia St, New York, NY 10002, USA"
206,Manhattan,333,1,40.7170081,-73.9817492,"232 Delancey St N, New York, NY 10002, USA"
207,Manhattan,336,5,40.7160327,-73.983724,"20 Pitt St, New York, NY 10002, USA"
208,Manhattan,341,1,40.7155773,-73.984434,"460 Grand St, New York, NY 10002, USA"
209,Manhattan,341,58,40.7166167,-73.9859062,"177 Broome St, New York, NY 10002, USA"
210,Manhattan,341,70,40.7161517,-73.9845484,"131 Broome St, New York, NY 10002, USA"
211,Manhattan,342,65,40.7164436,-73.9844141,"146 Broome St, New York, NY 10002, USA"
212,Manhattan,343,43,40.7182881,-73.983342,"92 Ridge St, New York, NY 10002, USA"
213,Manhattan,344,13,40.7196766,-73.9833248,"195 Stanton St, New York, NY 10002, USA"
214,Manhattan,344,41,40.7189177,-73.982957,"114 Ridge St, New York, NY 10002, USA"
215,Manhattan,345,20,40.7206779,-73.9825514,"161 Ridge St, New York, NY 10002, USA"
216,Manhattan,345,48,40.7208352,-73.9818982,"347 E Houston St, New York, NY 10002, USA"
217,Manhattan,346,1,40.7173936,-73.9878173,"209 Broome St, New York, NY 10002, USA"
218,Manhattan,350,69,40.7165345,-73.9853085,"157 Attorney St, New York, NY 10002, USA"
219,Manhattan,353,69,40.7185517,-73.9865391,"95 Suffolk St, New York, NY 10002, USA"
220,Manhattan,372,26,40.7208754,-73.9792254,"308 E 3rd St, New York, NY 10009, USA"
221,Manhattan,372,41,40.7204,-73.978774,"7 Avenue D, New York, NY 10009, USA"
222,Manhattan,372,60,40.7208782,-73.9807084,"284 E 2nd St, New York, NY 10003, USA"
223,Manhattan,373,38,40.7210218,-73.9781689,"29 Avenue D, New York, NY 10009, USA"
224,Manhattan,376,58,40.7233706,-73.9785538,"707 E 6th St, New York, NY 10009, USA"
225,Manhattan,377,30,40.7237301,-73.9766918,"394 E 8th St, New York, NY 10009, USA"
226,Manhattan,378,10,40.7248227,-73.977559,"712 E 9th St, New York, NY 10009, USA"
227,Manhattan,379,27,40.7250503,-73.9755419,"446 E 10th St, New York, NY 10009, USA"
228,Manhattan,379,53,40.7249572,-73.9767032,"723 E 9th St, New York, NY 10009, USA"
229,Manhattan,382,1,40.7269262,-73.976366,"194 Loisaida Ave, New York, NY 10009, USA"
230,Manhattan,385,5,40.7224497,-73.9829221,"33 Avenue B, New York, NY 10009, USA"
231,Manhattan,385,14,40.7221464,-73.9823036,"224 E 3rd St, New York, NY 10009, USA"
232,Manhattan,387,49,40.7231007,-73.9816202,"265 E 4th St, New York, NY 10009, USA"
233,Manhattan,387,124,40.7236964,-73.9803705,"634 E 6th St, New York, NY 10009, USA"
234,Manhattan,389,11,40.7243495,-73.9810361,"607 E 6th St, New York, NY 10009, USA"
235,Manhattan,392,27,40.7258538,-73.9779571,"390 E 10th St, New York, NY 10009, USA"
236,Manhattan,392,48,40.7259655,-73.9790216,"627 E 9th St, New York, NY 10009, USA"
237,Manhattan,393,14,40.7270074,-73.9788089,"610 E 11th St, New York, NY 10009, USA"
238,Manhattan,393,56,40.7266031,-73.9790213,"359 E 10th St, New York, NY 10009, USA"
239,Manhattan,394,10,Not Found,,
240,Manhattan,395,9,40.7274441,-73.9770599,"637 E 12th St, New York, NY 10009, USA"
241,Manhattan,395,12,40.7281921,-73.9778045,"630 E 13th St, New York, NY 10009, USA"
242,Manhattan,395,22,40.7277652,-73.9761828,"213 Loisaida Ave, New York, NY 10009, USA"
243,Manhattan,397,7,40.7226107,-73.9855972,"16 Avenue A, New York, NY 10009, USA"
244,Manhattan,398,2,40.7231711,-73.9852577,"30 Avenue A, New York, NY 10009, USA"
245,Manhattan,398,18,40.7228819,-73.9839466,"182 E 3rd St, New York, NY 10009, USA"
246,Manhattan,398,35,40.7224366,-73.9835684,"24 Avenue B, New York, NY 10009, USA"
247,Manhattan,399,1,40.7237316,-73.984987,"46 Avenue A, New York, NY 10009, USA"
248,Manhattan,400,31,40.7239419,-73.982308,"74 Avenue B, New York, NY 10009, USA"
249,Manhattan,402,3,Not Found,,
250,Manhattan,402,11,40.7256809,-73.9831479,"140 E 7th St, New York, NY 10009, USA"
251,Manhattan,402,15,40.7254715,-73.9826413,"148 E 7th St, New York, NY 10009, USA"
252,Manhattan,405,1,40.7287051,-73.9813393,"180 Avenue A, New York, NY 10009, USA"
253,Manhattan,406,48,40.7285905,-73.9797262,"533 E 12th St, New York, NY 10009, USA"
254,Manhattan,410,4,40.7195721,-73.9892011,"130 Orchard St, New York, NY 10002, USA"
255,Manhattan,410,48,40.7198279,-73.9879871,"109 Rivington St, New York, NY 10002, USA"
256,Manhattan,411,58,40.7207634,-73.9873657,"151 Essex St, New York, NY 10002, USA"
257,Manhattan,412,53,40.7220782,-73.9869284,"215 E Houston St, New York, NY 10002, USA"
258,Manhattan,415,78,40.719381,-73.9900057,"118 Allen St, New York, NY 10002, USA"
259,Manhattan,420,68,40.7200579,-73.9912442,"167 Eldridge St, New York, NY 10002, USA"
260,Manhattan,425,4,40.720505,-73.993571,"185 Bowery, New York, NY 10002, USA"
261,Manhattan,426,10,Not Found,,
262,Manhattan,426,29,40.7221693,-73.9922108,"197 Chrystie St, New York, NY 10002, USA"
263,Manhattan,427,2,40.7230649,-73.9927739,"253 Bowery, New York, NY 10002, USA"
264,Manhattan,430,1,40.7241085,-73.9872567,"40 1st Avenue, New York, NY 10009, USA"
265,Manhattan,431,1,40.7245962,-73.9875058,"58 1st Avenue, New York, NY 10009, USA"
266,Manhattan,432,1,Not Found,,
267,Manhattan,435,45,40.7266073,-73.9843743,"115 E 7th St, New York, NY 10009, USA"
268,Manhattan,445,14,40.7256527,-73.9887591,"98 E 4th St, New York, NY 10003, USA"
269,Manhattan,445,45,40.7250537,-73.988138,"83 E 3rd St, New York, NY 10003, USA"
270,Manhattan,451,6,40.7294595,-73.9864534,"156 2nd Ave, New York, NY 10003, USA"
271,Manhattan,453,11,40.7301485,-73.9854736,"309 E 11th St, New York, NY 10003, USA"
272,Manhattan,454,7,40.7316589,-73.9854323,"214 2nd Ave, New York, NY 10003, USA"
273,Manhattan,454,47,40.730415,-73.9839578,"347 E 12th St, New York, NY 10003, USA"
274,Manhattan,454,50,40.7304549,-73.9840631,"341 E 12th St, New York, NY 10003, USA"
275,Manhattan,455,1,40.7316928,-73.9849285,"222 2nd Ave, New York, NY 10003, USA"
276,Manhattan,455,5,40.7318992,-73.9847443,"226 2nd Ave, New York, NY 10003, USA"
277,Manhattan,456,7,40.7245734,-73.9922045,"303 Bowery, New York, NY 10003, USA"
278,Manhattan,456,27,Not Found,,
279,Manhattan,457,1,40.7250701,-73.9918742,"311 Bowery, New York, NY 10003, USA"
280,Manhattan,457,5,40.7251397,-73.9918808,"315 Bowery, New York, NY 10003, USA"
281,Manhattan,457,7,40.7252512,-73.9917729,"Second Street Residence Hall, 317 Bowery, New York, NY 10003, USA"
282,Manhattan,457,9,40.7257343,-73.9918178,"323 Bowery, New York, NY 10003, USA"
283,Manhattan,457,28,40.7247239,-73.991215,"21 2nd Ave, New York, NY 10003, USA"
284,Manhattan,457,29,40.7247916,-73.9907222,"33 2nd Ave, New York, NY 10003, USA"
285,Manhattan,457,128,40.7248986,-73.9905802,"37 2nd Ave, New York, NY 10003, USA"
286,Manhattan,458,6,40.7262606,-73.9914955,"343 Bowery, New York, NY 10003, USA"
287,Manhattan,459,19,40.7261629,-73.9907452,"17 E 3rd St, New York, NY 10003, USA"
288,Manhattan,460,1,40.7273215,-73.9909887,"19 Cooper Sq, New York, NY 10003, USA"
289,Manhattan,461,6,40.7281407,-73.990598,"39 Cooper Sq, New York, NY 10003, USA"
290,Manhattan,461,35,40.7270431,-73.9890728,"89 2nd Ave, New York, NY 10003, USA"
291,Manhattan,462,25,40.7278094,-73.988451,"113 2nd Ave, New York, NY 10003, USA"
292,Manhattan,462,35,40.7278569,-73.9892096,"237 E 6th St, New York, NY 10003, USA"
293,Manhattan,465,1,40.7305005,-73.9888296,"45 3rd Ave, New York, NY 10003, USA"
294,Manhattan,465,37,40.7297463,-73.9881607,"223 E 9th St, New York, NY 10003, USA"
295,Manhattan,465,55,40.7294775,-73.9873857,"147 2nd Ave, New York, NY 10003, USA"
296,Manhattan,467,1,40.7316812,-73.9879701,"83 3rd Ave, New York, NY 10003, USA"
297,Manhattan,467,25,40.7311294,-73.9866989,"232 E 12th St, New York, NY 10003, USA"
298,Manhattan,467,35,40.7307357,-73.9866167,"179 2nd Ave, New York, NY 10003, USA"
299,Manhattan,468,1,40.7321616,-73.9876274,"91 3rd Ave, New York, NY 10003, USA"
300,Manhattan,468,27,40.7319106,-73.9863546,"238 E 13th St, New York, NY 10003, USA"
301,Manhattan,468,46,40.7314446,-73.9864808,"231 E 12th St, New York, NY 10003, USA"
302,Manhattan,469,30,40.7324297,-73.9852553,"227 2nd Ave, New York, NY 10003, USA"
303,Manhattan,470,64,40.7187054,-73.9948848,"126 Bowery, New York, NY 10013, USA"
304,Manhattan,473,1,40.7210437,-74.0004685,"464 Broadway, New York, NY 10013, USA"
305,Manhattan,474,30,40.7217917,-74.0004951,"485 Broadway, New York, NY 10013, USA"
306,Manhattan,476,19,40.7240509,-74.0042966,"120 6th Ave, New York, NY 10013, USA"
