,borough,block,lot,lat,lng,address
1114,Manhattan,867,20,40.7498968,-73.981178,"239 Madison Ave, New York, NY 10016, USA"
1115,Manhattan,867,42,40.7496968,-73.980173,"42 E 38th St, New York, NY 10016, USA"
1116,Manhattan,867,64,40.7503761,-73.981914,"12 E 38th St, New York, NY 10016, USA"
1117,Manhattan,868,8,40.7509107,-73.981884,"5 E 38th St, New York, NY 10016, USA"
1118,Manhattan,868,10,40.7508205,-73.981793,"7 E 38th St, New York, NY 10016, USA"
1119,Manhattan,868,12,40.7507148,-73.981665,"11 E 38th St, New York, NY 10016, USA"
1120,Manhattan,868,51,40.7504946,-73.980185,"26 E 39th St, New York, NY 10016, USA"
1121,Manhattan,868,72,40.7514267,-73.982012,"439 5th Ave, New York, NY 10016, USA"
1122,Manhattan,869,16,40.7512754,-73.981102,"19 E 39th St, New York, NY 10016, USA"
1123,Manhattan,869,49,40.7510478,-73.979582,"32 E 40th St, New York, NY 10016, USA"
1124,Manhattan,869,54,40.751193,-73.979729,"26 E 40th St, New York, NY 10016, USA"
1125,Manhattan,869,58,40.7517542,-73.980386,"276 Madison Ave, New York, NY 10016, USA"
1126,Manhattan,869,61,40.7516212,-73.980754,"20 E 40th St, New York, NY 10016, USA"
1127,Manhattan,869,64,40.7512903,-73.981302,"13 E 39th St, New York, NY 10016, USA"
1128,Manhattan,869,66,40.7513085,-73.981378,"11 E 39th St, New York, NY 10016, USA"
1129,Manhattan,870,24,40.7339878,-73.986685,"142 3rd Ave, New York, NY 10003, USA"
1130,Manhattan,871,60,40.7350716,-73.987545,"124 E 16th St, New York, NY 10003, USA"
1131,Manhattan,871,68,40.7352666,-73.988216,"120 E 16th St, New York, NY 10003, USA"
1132,Manhattan,871,70,40.7353826,-73.988472,"116 E 16th St, New York, NY 10003, USA"
1133,Manhattan,871,74,40.7354,-73.988664,"112 E 16th St, New York, NY 10003, USA"
1134,Manhattan,872,13,40.7355092,-73.987856,"119 E 16th St, New York, NY 10003, USA"
1135,Manhattan,872,35,40.7351231,-73.986153,"182 3rd Ave, New York, NY 10003, USA"
1136,Manhattan,872,50,40.7355053,-73.986968,"142 E 17th St, New York, NY 10003, USA"
1137,Manhattan,873,10,Not Found,,
1138,Manhattan,873,40,40.735726,-73.985475,"202 3rd Ave, New York, NY 10003, USA"
1139,Manhattan,874,1,40.737025,-73.987783,"111 E 18th St, New York, NY 10003, USA"
1140,Manhattan,874,4,40.737497,-73.98782,"100 E 19th St, New York, NY 10003, USA"
1141,Manhattan,874,73,40.7371932,-73.987484,"106 E 19th St, New York, NY 10003, USA"
1142,Manhattan,875,1,40.7376434,-73.987627,"103 E 19th St, New York, NY 10003, USA"
1143,Manhattan,875,19,40.737059,-73.986538,"123 E 19th St, New York, NY 10003, USA"
1144,Manhattan,875,25,40.737149,-73.986456,"84 Irving Pl, New York, NY 10003, USA"
1145,Manhattan,875,67,40.7385595,-73.988298,"122 E 20th St, New York, NY 10003, USA"
1146,Manhattan,875,79,40.7384169,-73.988464,"104 E 20th St, New York, NY 10003, USA"
1147,Manhattan,876,1,40.7382744,-73.987365,"101 E 20th St, New York, NY 10003, USA"
1148,Manhattan,876,6,40.7387118,-73.987068,"100 E 21st St, New York, NY 10003, USA"
1149,Manhattan,877,18,40.7386368,-73.985735,"2 Lexington Ave, New York, NY 10010, USA"
1150,Manhattan,877,60,40.7383835,-73.984553,"142 E 22nd St, New York, NY 10010, USA"
1151,Manhattan,878,1,40.736213,-73.978979,"109 E 22nd St, New York, NY 10010, USA"
1152,Manhattan,878,28,40.7385536,-73.984155,"149 E 22nd St, New York, NY 10010, USA"
1153,Manhattan,878,38,40.7386776,-73.983666,"292 3rd Ave, New York, NY 10010, USA"
1154,Manhattan,879,9,40.7399565,-73.985484,"117 E 23rd St, New York, NY 10010, USA"
1155,Manhattan,879,17,40.7397267,-73.98468,"133 E 23rd St, New York, NY 10010, USA"
1156,Manhattan,879,23,40.7396998,-73.984319,"137 E 23rd St, New York, NY 10010, USA"
1157,Manhattan,879,27,40.7394009,-73.983945,"147 E 23rd St, New York, NY 10010, USA"
1158,Manhattan,879,33,40.7392485,-73.983604,"155 E 23rd St, New York, NY 10010, USA"
1159,Manhattan,879,54,40.7397897,-73.983953,"146 E 24th St, New York, NY 10010, USA"
1160,Manhattan,879,81,40.7404996,-73.985553,"114 E 24th St, Astoria, NY 11101, USA"
1161,Manhattan,880,6,40.740824,-73.985229,"105-109 E 24th St, New York, NY 10010, USA"
1162,Manhattan,880,24,40.7399255,-73.982835,"161 E 24th St, New York, NY 10010, USA"
1163,Manhattan,880,84,40.7410034,-73.984787,"112 E 25th St, New York, NY 10010, USA"
1164,Manhattan,881,1,40.7414272,-73.985073,"101 E 25th St, New York, NY 10010, USA"
1165,Manhattan,881,29,40.7407137,-73.983027,"139 E 25th St, New York, NY 10010, USA"
1166,Manhattan,881,41,40.7405467,-73.982217,"348 3rd Ave, New York, NY 10010, USA"
1167,Manhattan,882,1,40.7420665,-73.984927,"101 E 26th St, New York, NY 10010, USA"
1168,Manhattan,882,3,40.7421077,-73.984556,"105 E 26th St, New York, NY 10010, USA"
1169,Manhattan,882,8,40.7418897,-73.984035,"115 E 26th St, New York, NY 10010, USA"
1170,Manhattan,882,56,40.7416525,-73.982478,"146 E 27th St, New York, NY 10016, USA"
1171,Manhattan,882,85,40.7422709,-73.983994,"112 E 27th St, New York, NY 10016, USA"
1172,Manhattan,883,1,40.742658,-73.983707,"113 E 27th St, New York, NY 10016, USA"
1173,Manhattan,883,25,40.7520897,-73.975901,"107 Lexington Ave, New York, NY 10170, USA"
1174,Manhattan,883,44,40.7415152,-73.981459,"376 3rd Ave, New York, NY 10016, USA"
1175,Manhattan,883,47,40.7417811,-73.98147,"382 3rd Ave, New York, NY 10016, USA"
1176,Manhattan,883,78,40.7423507,-73.983391,"127 E 27th St, New York, NY 10016, USA"
1177,Manhattan,884,42,40.7423591,-73.98092,"400 3rd Ave, New York, NY 10016, USA"
1178,Manhattan,884,48,40.7425405,-73.980795,"412 3rd Ave, New York, NY 10016, USA"
1179,Manhattan,884,84,40.7437776,-73.983241,"106 E 29th St, New York, NY 10016, USA"
1180,Manhattan,885,66,40.7435367,-73.981641,"149 Lexington Ave, New York, NY 10016, USA"
1181,Manhattan,886,1,40.7446084,-73.982831,"105 E 30th St, New York, NY 10016, USA"
1182,Manhattan,886,30,40.7440892,-73.981587,"131 E 30th St, New York, NY 10016, USA"
1183,Manhattan,886,56,40.7439109,-73.98014,"156 E 31st St, New York, NY 10016, USA"
1184,Manhattan,886,62,40.7444888,-73.981121,"177 Lexington Ave, New York, NY 10016, USA"
1185,Manhattan,887,14,40.7448666,-73.981524,"125 E 31st St, New York, NY 10016, USA"
1186,Manhattan,887,23,40.7447457,-73.981344,"131 E 31st St, New York, NY 10016, USA"
1187,Manhattan,887,30,40.7446558,-73.979133,"468 3rd Ave, New York, NY 10016, USA"
1188,Manhattan,887,82,40.7451268,-73.980661,"132 E 32nd St, New York, NY 10016, USA"
1189,Manhattan,887,95,40.7453859,-73.981957,"110e E 32nd St, New York, NY 10016, USA"
1190,Manhattan,888,1,Not Found,,
1191,Manhattan,888,20,40.7453654,-73.980629,"133 E 32nd St, New York, NY 10016, USA"
1192,Manhattan,888,24,40.7451271,-73.98015,"143 E 32nd St, New York, NY 10016, USA"
1193,Manhattan,888,27,40.7449823,-73.979803,"151 E 32nd St, New York, NY 10016, USA"
1194,Manhattan,888,31,40.7449152,-73.979642,"155 E 32nd St, New York, NY 10016, USA"
1195,Manhattan,888,55,40.7453625,-73.979694,"146 E 33rd St, New York, NY 10016, USA"
1196,Manhattan,889,1,Not Found,,
1197,Manhattan,889,39,40.745714,-73.978339,"504 3rd Ave, New York, NY 10016, USA"
1198,Manhattan,889,50,40.7458826,-73.978486,"164 E 34th St, New York, NY 10016, USA"
1199,Manhattan,889,68,40.7464248,-73.980004,"128 E 34th St, New York, NY 10016, USA"
1200,Manhattan,890,5,40.7474979,-73.980823,"100 E 35th St, New York, NY 10016, USA"
1201,Manhattan,890,11,40.746757,-73.980023,"125 E 34th St, New York, NY 10016, USA"
1202,Manhattan,890,24,40.7467132,-73.97915,"249 Lexington Ave, New York, NY 10016, USA"
1203,Manhattan,890,57,40.7465955,-73.978666,"150 E 35th St, New York, NY 10016, USA"
1204,Manhattan,890,64,40.7467625,-73.97884,"140 E 35th St, New York, NY 10016, USA"
1205,Manhattan,891,27,40.747011,-73.978702,"141 E 35th St, New York, NY 10016, USA"
1206,Manhattan,892,1,40.7483971,-73.979935,"105 E 36th St, New York, NY 10016, USA"
1207,Manhattan,892,49,40.7478519,-73.977274,"160 E 37th St, New York, NY 10016, USA"
1208,Manhattan,893,25,40.748226,-73.977906,"139 E 37th St, New York, NY 10016, USA"
1209,Manhattan,893,64,40.7486839,-73.977654,"138 E 38th St, New York, NY 10016, USA"
1210,Manhattan,893,66,40.7485747,-73.977767,"307 Lexington Ave, New York, NY 10016, USA"
1211,Manhattan,895,34,40.7491963,-73.976557,"147 E 39th St, New York, NY 10016, USA"
1212,Manhattan,895,69,40.749957,-73.976856,"130 E 40th St, New York, NY 10016, USA"
1213,Manhattan,895,79,40.7503197,-73.977359,"122 E 40th St, New York, NY 10016, USA"
1214,Manhattan,896,1,40.733367,-73.986708,"125 3rd Ave, New York, NY 10003, USA"
1215,Manhattan,896,48,40.7337697,-73.986544,"145 3rd Ave, New York, NY 10003, USA"
1216,Manhattan,897,75,40.7351063,-73.985588,"185 3rd Ave, New York, NY 10003, USA"
1217,Manhattan,900,27,40.736006,-73.982542,"343 2nd Ave, New York, NY 10003, USA"
1218,Manhattan,901,2,40.7371566,-73.984057,"251 3rd Ave, New York, NY 10010, USA"
1219,Manhattan,901,21,40.7363151,-73.982513,"245 E 20th St, New York, NY 10003, USA"
1220,Manhattan,901,26,40.7360401,-73.982367,"345 2nd Ave, New York, NY 10010, USA"
1221,Manhattan,902,30,40.7368639,-73.981934,"371 2nd Ave, New York, NY 10010, USA"
1222,Manhattan,902,49,40.737523,-73.982512,"224 E 22nd St, New York, NY 10010, USA"
1223,Manhattan,902,51,40.7377508,-73.98305,"212 E 22nd St, New York, NY 10010, USA"
1224,Manhattan,904,10,40.738657,-73.981997,"217 E 23rd St, New York, NY 10010, USA"
1225,Manhattan,904,24,Not Found,,
1226,Manhattan,904,40,40.7389193,-73.981861,"220 E 24th St, New York, NY 10010, USA"
1227,Manhattan,904,9024,40.7384007,-73.980755,"409 2nd Ave, New York, NY 10010, USA"
1228,Manhattan,906,15,40.7396772,-73.980782,"227 E 25th St, New York, NY 10010, USA"
1229,Manhattan,906,42,40.7402025,-73.980492,"224 E 26th St, New York, NY 10010, USA"
1230,Manhattan,906,55,40.7405706,-73.981654,"355 3rd Ave, New York, NY 10010, USA"
1231,Manhattan,907,16,40.7401935,-73.980197,"233 E 26th St, New York, NY 10010, USA"
1232,Manhattan,908,6,40.7412583,-73.980797,"205 E 27th St, New York, NY 10016, USA"
1233,Manhattan,908,9,40.7412458,-73.980455,"215 E 27th St, New York, NY 10016, USA"
1234,Manhattan,909,28,40.7414499,-73.978602,"511 2nd Ave, New York, NY 10016, USA"
1235,Manhattan,910,46,40.7425544,-73.979037,"230 E 30th St, New York, NY 10016, USA"
1236,Manhattan,910,61,40.743016,-73.979821,"429 3rd Ave, New York, NY 10016, USA"
1237,Manhattan,911,1,40.7434057,-73.979583,"439 3rd Ave, New York, NY 10016, USA"
1238,Manhattan,912,36,40.7434307,-73.977161,"579 2nd Ave, New York, NY 10016, USA"
1239,Manhattan,913,1,40.7447064,-73.97853,"487 3rd Ave, New York, NY 10016, USA"
1240,Manhattan,913,7,40.7442357,-73.978006,"217 E 32nd St, New York, NY 10016, USA"
1241,Manhattan,916,1,40.7465052,-73.977298,"531 3rd Ave, New York, NY 10016, USA"
1242,Manhattan,919,14,40.7477398,-73.974484,"239 E 38th St, New York, NY 10016, USA"
1243,Manhattan,919,34,40.7478645,-73.974032,"721 2nd Ave, New York, NY 10016, USA"
1244,Manhattan,919,42,40.7481423,-73.974754,"232 E 39th St, New York, NY 10016, USA"
1245,Manhattan,919,59,40.7486818,-73.975619,"597 3rd Ave, New York, NY 10016, USA"
1246,Manhattan,920,13,40.7485026,-73.974723,"225 E 39th St, New York, NY 10016, USA"
1247,Manhattan,921,51,40.7324116,-73.983496,"326 E 15th St, New York, NY 10003, USA"
1248,Manhattan,922,2,40.7327351,-73.982969,"329 E 15th St, New York, NY 10003, USA"
1249,Manhattan,922,46,40.7330932,-73.981681,"287 1st Avenue, New York, NY 10003, USA"
1250,Manhattan,923,1,40.7387954,-73.979692,"308 2nd Ave, New York, NY 10010, USA"
1251,Manhattan,923,11,40.7339237,-73.982739,"319 E 17th St, New York, NY 10003, USA"
1252,Manhattan,925,60,40.7356114,-73.981786,"308 E 20th St, New York, NY 10003, USA"
1253,Manhattan,927,1,40.7368201,-73.981404,"374 2nd Ave, New York, NY 10010, USA"
1254,Manhattan,927,9,40.7385268,-73.986409,"317 E 21st St, New York, NY 10003, USA"
1255,Manhattan,927,38,40.7364412,-73.979997,"330 E 22nd St, New York, NY 10010, USA"
1256,Manhattan,928,31,Not Found,,
1257,Manhattan,929,1,40.7373262,-73.978537,"401 1st Avenue, New York, NY 10010, USA"
1258,Manhattan,930,12,40.7380895,-73.978568,"333 E 24th St, New York, NY 10010, USA"
1259,Manhattan,930,34,40.7382121,-73.977787,"427 1st Avenue, New York, NY 10010, USA"
1260,Manhattan,931,1,40.7392156,-73.979565,"444 2nd Ave, New York, NY 10010, USA"
1261,Manhattan,931,21,40.73857,-73.978079,"337 E 25th St, New York, NY 10010, USA"
1262,Manhattan,931,24,40.7386852,-73.977676,"431 1st Avenue, New York, NY 10010, USA"
1263,Manhattan,933,10,Not Found,,
1264,Manhattan,934,1,40.7399505,-73.978943,"462 2nd Ave, New York, NY 10016, USA"
1265,Manhattan,934,15,40.7404958,-73.976769,"337 E 28th St, New York, NY 10016, USA"
1266,Manhattan,934,20,40.740482,-73.976652,"339 E 28th St, New York, NY 10016, USA"
1267,Manhattan,935,5,40.7420244,-73.977589,"536 2nd Ave, New York, NY 10016, USA"
1268,Manhattan,935,6,40.7414254,-73.977202,"313 E 29th St, New York, NY 10016, USA"
1269,Manhattan,936,1,40.7434535,-73.976875,"580 2nd Ave, New York, NY 10016, USA"
1270,Manhattan,939,1,40.74479,-73.97588,"620 2nd Ave, New York, NY 10016, USA"
1271,Manhattan,939,28,40.7435251,-73.974044,"585 1st Avenue, New York, NY 10016, USA"
1272,Manhattan,939,38,40.744156,-73.973944,"342 E 34th St, New York, NY 10016, USA"
1273,Manhattan,940,12,40.7445717,-73.97475,"323 E 34th St, New York, NY 10016, USA"
1274,Manhattan,943,52,Not Found,,
1275,Manhattan,944,1,40.7474685,-73.973658,"716 2nd Ave, New York, NY 10016, USA"
1276,Manhattan,944,45,40.7475737,-73.973566,"722 2nd Ave, New York, NY 10016, USA"
1277,Manhattan,962,1,40.7411562,-73.974762,"518 1st Avenue, New York, NY 10016, USA"
1278,Manhattan,962,80,40.7412123,-73.973195,"522 1st Avenue, New York, NY 10016, USA"
1279,Manhattan,962,108,40.7421685,-73.974684,"548 1st Avenue, New York, NY 10016, USA"
1280,Manhattan,967,1,Not Found,,
1281,Manhattan,968,7501,40.7457058,-73.972129,"644 1st Avenue, New York, NY 10016, USA"
1282,Manhattan,969,1,40.7458332,-73.971722,"650 1st Avenue, New York, NY 10016, USA"
1283,Manhattan,969,5,40.7461227,-73.97134,"662 1st Avenue, New York, NY 10016, USA"
1284,Manhattan,969,22,40.745182,-73.970924,"423 E 37th St, New York, NY 10016, USA"
1285,Manhattan,978,1,40.7351588,-73.97944,"348 1st Avenue, New York, NY 10010, USA"
1286,Manhattan,990,1,40.7291386,-73.975188,"246 Avenue C, New York, NY 10009, USA"
1287,Manhattan,991,50,40.73538,-73.974584,"600 E 23rd St, New York, NY 10010, USA"
1288,Manhattan,991,60,40.7377673,-73.973565,"2500 FDR Dr, New York, NY 10010, USA"
1289,Manhattan,993,1,40.7547835,-73.987507,"561 7th Ave, New York, NY 10018, USA"
1290,Manhattan,993,7,40.7546219,-73.98714,"1431 Broadway, New York, NY 10018, USA"
1291,Manhattan,993,29,40.7539313,-73.985093,"1069 6th Ave, New York, NY 10018, USA"
1292,Manhattan,993,47,40.754691,-73.986361,"1450 Broadway, New York, NY 10018, USA"
1293,Manhattan,994,45,40.754936,-73.985867,"139 W 41st St, New York, NY 10036, USA"
1294,Manhattan,995,1,40.7561087,-73.98674,"619 7th Ave, New York, NY 10036, USA"
1295,Manhattan,995,5,40.7565071,-73.986161,"1490 Broadway, New York, NY 10036, USA"
1296,Manhattan,995,33,40.7555057,-73.983631,"1119 6th Ave, New York, NY 10036, USA"
1297,Manhattan,996,1,40.7573212,-73.985535,"1512 Broadway, New York, NY 10036, USA"
1298,Manhattan,996,12,40.7564828,-73.985346,"145 W 43rd St, New York, NY 10036, USA"
1299,Manhattan,996,14,40.756393,-73.985135,"139 W 43rd St, New York, NY 10036, USA"
1300,Manhattan,996,21,40.7561203,-73.984456,"123 W 43rd St, New York, NY 10036, USA"
1301,Manhattan,996,43,40.7564546,-73.984439,"126 W 44th St, New York, NY 10036, USA"
1302,Manhattan,996,46,40.7565962,-73.984512,"128 W 44th St, New York, NY 10036, USA"
1303,Manhattan,997,1,40.7573853,-73.985452,"1530 Broadway, New York, NY 10036, USA"
1304,Manhattan,997,17,40.756974,-73.98449,"137 W 44th St, New York, NY 10036, USA"
1305,Manhattan,997,19,40.7569062,-73.984331,"131 W 44th St, New York, NY 10036, USA"
1306,Manhattan,997,23,40.7568098,-73.984104,"121 W 44th St, New York, NY 10036, USA"
1307,Manhattan,997,29,40.7570521,-73.98298,"1165 6th Ave, New York, NY 10036, USA"
1308,Manhattan,997,47,40.7572847,-73.984372,"134 W 45th St, New York, NY 10036, USA"
1309,Manhattan,998,8,40.7578373,-73.984773,"157 W 45th St, New York, NY 10036, USA"
1310,Manhattan,998,12,40.7576944,-73.984431,"147 W 45th St, New York, NY 10036, USA"
1311,Manhattan,998,15,40.7576106,-73.984231,"139 W 45th St, New York, NY 10036, USA"
1312,Manhattan,998,18,40.7575119,-73.983994,"129 W 45th St, New York, NY 10036, USA"
1313,Manhattan,998,26,40.757245,-73.983355,"113 W 45th St, New York, NY 10036, USA"
1314,Manhattan,998,47,40.757831,-73.983864,"132 W 46th St, New York, NY 10036, USA"
1315,Manhattan,999,3,40.758755,-73.984591,"1560 Broadway, New York, NY 10036, USA"
1316,Manhattan,999,17,40.758174,-73.983574,"131 W 46th St, New York, NY 10036, USA"
1317,Manhattan,999,19,40.7578679,-73.983369,"127 W 46th St, New York, NY 10036, USA"
1318,Manhattan,999,54,40.7586434,-73.983868,"152 W 47th St, New York, NY 10036, USA"
1319,Manhattan,999,9062,40.7579747,-73.985543,"Manhattan, NY 10036, USA"
1320,Manhattan,1001,1,40.7598492,-73.983871,"723 7th Ave, New York, NY 10019, USA"
1321,Manhattan,1003,5,40.7610944,-73.983263,"157 W 50th St, New York, NY 10020, USA"
1322,Manhattan,1003,29,40.7605198,-73.979957,"1277 6th Ave, New York, NY 10020, USA"
1323,Manhattan,1005,1,40.7626782,-73.981315,"819 7th Ave, New York, NY 10019, USA"
1324,Manhattan,1005,29,40.7619509,-73.979703,"1315 6th Ave, New York, NY 10019, USA"
1325,Manhattan,1006,63,40.7633865,-73.981219,"839 7th Ave, New York, NY 10019, USA"
1326,Manhattan,1007,1,40.7636341,-73.981025,"847 7th Ave, New York, NY 10019, USA"
1327,Manhattan,1007,5,40.7635406,-73.980842,"157 W 54th St, New York, NY 10019, USA"
1328,Manhattan,1007,49,40.7635238,-73.979805,"138 W 55th St, New York, NY 10019, USA"
1329,Manhattan,1007,51,40.7637711,-73.97991,"142 W 55th St, New York, NY 10019, USA"
1330,Manhattan,1008,29,40.7636258,-73.978118,"1379 6th Ave, New York, NY 10019, USA"
1331,Manhattan,1009,1,40.7653257,-73.979649,"897 7th Ave, New York, NY 10019, USA"
1332,Manhattan,1009,5,40.7648225,-73.9796,"159 W 56th St, New York, NY 10019, USA"
1333,Manhattan,1009,9,40.7646074,-73.979589,"151 W 56th St, New York, NY 10019, USA"
1334,Manhattan,1009,19,40.764284,-73.97885,"123 W 56th St, New York, NY 10019, USA"
1335,Manhattan,1009,44,40.7646394,-73.978447,"124 W 57th St, New York, NY 10019, USA"
1336,Manhattan,1009,46,40.7647696,-73.978707,"132 W 57th St, New York, NY 10019, USA"
1337,Manhattan,1009,50,40.7647437,-73.978917,"140 W 57th St, New York, NY 10019, USA"
1338,Manhattan,1010,15,40.7651903,-73.978644,"141 W 57th St, New York, NY 10019, USA"
1339,Manhattan,1010,21,40.7647885,-73.978258,"121 W 57th St, New York, NY 10019, USA"
1340,Manhattan,1010,25,Not Found,,
1341,Manhattan,1010,46,40.7654425,-73.978205,"138 W 58th St, New York, NY 10019, USA"
1342,Manhattan,1011,1,40.7664683,-73.979113,"933 7th Ave, New York, NY 10019, USA"
1343,Manhattan,1011,13,40.7657709,-73.977998,"145 W 58th St, New York, NY 10019, USA"
1344,Manhattan,1011,25,40.7654407,-73.977361,"119 W 58th St, New York, NY 10019, USA"
1345,Manhattan,1012,15,40.7555136,-73.98923,"229 W 40th St, New York, NY 10018, USA"
1346,Manhattan,1012,23,40.7549846,-73.988445,"217 W 40th St, New York, NY 10018, USA"
1347,Manhattan,1012,32,40.7552525,-73.98795,"568 7th Ave, New York, NY 10018, USA"
1348,Manhattan,1012,38,40.7556398,-73.988559,"218 W 41st St, New York, NY 10036, USA"
1349,Manhattan,1012,42,40.7557176,-73.988744,"226 W 41st St, New York, NY 10036, USA"
1350,Manhattan,1013,29,40.7570736,-73.986191,"590 7th Ave, New York, NY 10036, USA"
1351,Manhattan,1013,42,40.7560304,-73.988352,"221 W 41st St, New York, NY 10036, USA"
1352,Manhattan,1014,1,40.7574774,-73.989423,"668 8th Ave, New York, NY 10036, USA"
1353,Manhattan,1014,55,40.7575,-73.988857,"262 W 43rd St, New York, NY 10036, USA"
1354,Manhattan,1014,58,40.7577155,-73.988952,"678 8th Ave, New York, NY 10036, USA"
1355,Manhattan,1015,1,40.7580412,-73.988914,"686 8th Ave, New York, NY 10036, USA"
1356,Manhattan,1015,29,40.7570079,-73.986841,"1505 Broadway, New York, NY 10036, USA"
1357,Manhattan,1015,59,40.7581149,-73.988747,"692 8th Ave, New York, NY 10036, USA"
1358,Manhattan,1016,5,40.7585584,-73.988439,"259 W 44th St, New York, NY 10036, USA"
1359,Manhattan,1016,11,40.7584204,-73.988118,"243 W 44th St, New York, NY 10036, USA"
1360,Manhattan,1016,15,40.7581371,-73.987459,"231 W 44th St, New York, NY 10036, USA"
1361,Manhattan,1016,51,40.7586602,-73.987704,"240 W 45th St, New York, NY 10036, USA"
1362,Manhattan,1016,55,40.7587495,-73.987914,"250 W 45th St, New York, NY 10036, USA"
1363,Manhattan,1016,58,40.758934,-73.987842,"256 W 45th St, New York, NY 10036, USA"
1364,Manhattan,1017,10,40.7589745,-73.987342,"249 W 45th St, New York, NY 10036, USA"
1365,Manhattan,1017,29,Not Found,,
1366,Manhattan,1018,6,40.7597797,-73.987401,"245 W 46th St, New York, NY 10036, USA"
1367,Manhattan,1018,18,40.7593741,-73.986174,"221 W 46th St, New York, NY 10036, USA"
1368,Manhattan,1019,1,40.7607226,-73.987032,"780 8th Ave, New York, NY 10036, USA"
1369,Manhattan,1019,50,40.7603976,-73.986128,"228 W 48th St, New York, NY 10036, USA"
1370,Manhattan,1019,55,40.760588,-73.98658,"242 W 48th St, New York, NY 10036, USA"
1371,Manhattan,1020,5,40.7610193,-73.98645,"247 W 48th St, New York, NY 10018, USA"
1372,Manhattan,1020,46,40.7607362,-73.984972,"1611 Broadway, New York, NY 10019, USA"
1373,Manhattan,1020,49,40.7609381,-73.985422,"222 W 49th St, New York, NY 10019, USA"
1374,Manhattan,1020,51,40.7610377,-73.985659,"228 W 49th St, New York, NY 10019, USA"
1375,Manhattan,1020,59,40.7612202,-73.986171,"250 W 49th St, New York, NY 10019, USA"
1376,Manhattan,1021,15,40.7613205,-73.985257,"223 W 49th St, New York, NY 10019, USA"
1377,Manhattan,1021,45,40.7614852,-73.984318,"1629 Broadway, New York, NY 10019, USA"
1378,Manhattan,1021,50,40.7616115,-73.985127,"222 W 50th St, New York, NY 10019, USA"
1379,Manhattan,1021,52,40.7617073,-73.985253,"226 W 50th St, New York, NY 10019, USA"
1380,Manhattan,1022,43,40.7620834,-73.983657,"1649 Broadway, New York, NY 10019, USA"
1381,Manhattan,1022,61,40.762538,-73.985599,"840 8th Ave, New York, NY 10019, USA"
1382,Manhattan,1023,6,40.7625524,-73.98478,"249 W 51st St, New York, NY 10019, USA"
1383,Manhattan,1023,18,40.7627355,-73.983521,"1665 Broadway, New York, NY 10019, USA"
1384,Manhattan,1023,29,40.7624051,-73.982621,"798 7th Ave, New York, NY 10019, USA"
1385,Manhattan,1023,61,40.7635447,-73.985193,"868 8th Ave, New York, NY 10019, USA"
1386,Manhattan,1024,1,40.7637412,-73.984882,"888 8th Ave, New York, NY 10019, USA"
1387,Manhattan,1024,15,40.7630929,-73.983474,"1675 Broadway, New York, NY 10019, USA"
1388,Manhattan,1024,46,40.7633876,-73.982881,"1687 Broadway, New York, NY 10019, USA"
1389,Manhattan,1025,25,40.763258,-73.981931,"826 7th Ave, New York, NY 10019, USA"
1390,Manhattan,1025,44,40.7640274,-73.982741,"1707 Broadway, New York, NY 10019, USA"
1391,Manhattan,1025,54,40.7643319,-73.983682,"252 W 54th St, New York, NY 10019, USA"
1392,Manhattan,1025,58,40.7645685,-73.983744,"256 W 54th St, New York, NY 10019, USA"
1393,Manhattan,1026,41,40.7646785,-73.981961,"1728 Broadway, New York, NY 10019, USA"
1394,Manhattan,1028,33,40.7654454,-73.980536,"900 7th Ave, New York, NY 10019, USA"
1395,Manhattan,1029,12,40.7664454,-73.981399,"1778 Broadway, New York, NY 10019, USA"
1396,Manhattan,1029,23,40.7662329,-73.9806,"211 W 57th St, New York, NY 10019, USA"
1397,Manhattan,1029,36,40.7660857,-73.979754,"916 7th Ave, New York, NY 10019, USA"
1398,Manhattan,1029,37,40.7664367,-73.980049,"206 W 58th St, New York, NY 10019, USA"
1399,Manhattan,1029,53,40.7668005,-73.981573,"1790 Broadway, New York, NY 10019, USA"
1400,Manhattan,1030,58,40.7677917,-73.981523,"1810 Broadway, New York, NY 10019, USA"
1401,Manhattan,1032,48,40.757541,-73.991966,"337 W 41st St, New York, NY 10036, USA"
1402,Manhattan,1033,6,40.758333,-73.991756,"351 W 42nd St, New York, NY 10036, USA"
1403,Manhattan,1033,9,40.7583474,-73.991305,"349 W 42nd St, New York, NY 10036, USA"
1404,Manhattan,1033,25,40.7578845,-73.990725,"313 W 42nd St, New York, NY 10036, USA"
1405,Manhattan,1033,36,40.7578991,-73.989531,"677 8th Ave, New York, NY 10036, USA"
1406,Manhattan,1033,109,40.7585475,-73.991228,"350 W 43rd St, New York, NY 10036, USA"
1407,Manhattan,1034,22,40.7585541,-73.990319,"319 W 43rd St, New York, NY 10036, USA"
1408,Manhattan,1035,17,40.7591177,-73.989786,"319 W 44th St, New York, NY 10036, USA"
1409,Manhattan,1035,47,40.7597179,-73.990175,"342 W 45th St, New York, NY 10036, USA"
1410,Manhattan,1036,10,40.7601238,-73.990228,"347 W 45th St, New York, NY 10036, USA"
1411,Manhattan,1036,21,40.7597419,-73.989315,"321 W 45th St, New York, NY 10036, USA"
1412,Manhattan,1036,29,40.7594621,-73.988467,"723 8th Ave, New York, NY 10036, USA"
